date_and_time, travel_mode, x_acc [m/s^2], y_acc [m/s^2], z_acc [m/s^2], x_grav [m/s^2], y_grav [m/s^2], z_grav [m/s^2], x_lin_acc [m/s^2], y_lin_acc [m/s^2], z_lin_acc [m/s^2], x_gryo [rad/s], y_gyro [rad/s], z_gyro [rad/s], light [lux], x_mag [uT], y_mag [uT], z_mag [uT], x_orient [deg], y_orient [deg], z_orient [deg], prox [cm], sound_lvl [db] 
2014_11_30 15:14:54.815, walking, 0.14982383, -0.12258313, 10.18802, 0.19739306, -0.109387256, 9.804053, 0.047773197, 0.014044821, 0.261384, 0.010079277, -0.008552114, -0.0012217305, 100.0, 19.68, 18.06, 53.16, -0.7840502, 0.0111546265, -0.020131102, 5.0, null 
2014_11_30 15:14:55.434, walking, 0.21792556, -0.095342435, 10.147159, 0.20226894, -0.110324964, 9.803944, 0.01565662, 0.014982529, 0.343215, 0.007941248, -0.0125227375, -0.0036651916, 100.0, 18.3, 18.6, 53.34, -0.73031056, 0.011250253, -0.02062846, 5.0, null 
2014_11_30 15:14:55.943, walking, 0.16344418, -0.13620348, 10.160779, 0.20403565, -0.10605409, 9.803954, 0.013889909, 0.010711655, 0.43854713, 0.0067195175, -0.011301007, -0.0015271631, 100.0, 20.699999, 18.42, 53.46, -0.80046964, 0.010814718, -0.020808564, 5.0, null 
2014_11_30 15:14:56.487, walking, 0.24516626, -0.12258313, 10.119919, 0.2014282, -0.10703538, 9.803997, 0.043738052, -0.015547745, 0.31592178, -0.0076358155, -0.020158553, 0.0012217305, 100.0, 18.96, 18.119999, 53.699997, -0.76198405, 0.010914789, -0.020542629, 5.0, null 
2014_11_30 15:14:57.086, walking, 0.19068487, -0.10896278, 10.18802, 0.19872867, -0.108906336, 9.804031, 0.019196898, -0.013676792, 0.31588745, 0.009162978, -0.01160644, 0.004276057, 100.0, 20.34, 18.119999, 53.219997, -0.7996949, 0.011105584, -0.02026732, 5.0, null 
2014_11_30 15:14:57.626, walking, 0.14982383, 0.3949901, 9.983715, 0.18084113, 0.3972953, 9.79693, -0.031017303, -0.0023052096, 0.18678474, -0.026267206, -0.017715093, 0.0036651916, 100.0, 19.8, 19.38, 52.26, -0.8297252, -0.040523935, -0.018456863, 5.0, null 
2014_11_30 15:14:58.156, walking, 0.21792556, -0.095342435, 10.119919, 0.20325466, -0.07779866, 9.8042345, 0.014670908, -0.017543778, 0.31568432, 0.0070249503, -0.009773844, 6.1086525E-4, 100.0, 20.76, 17.699999, 53.52, -0.82558686, 0.007933338, -0.020728344, 5.0, null 
2014_11_30 15:14:58.691, walking, 0.20430522, -0.06810174, 10.20164, 0.20062561, -0.08221396, 9.804253, 0.0036796033, 4.9187243E-4, 0.37014675, 0.009468411, -0.005497787, 0.0018325958, 100.0, 20.4, 17.94, 52.559998, -0.8102447, 0.008383589, -0.020460267, 5.0, null 
2014_11_30 15:14:59.217, walking, 0.24516626, -0.12258313, 10.18802, 0.20567694, -0.08352334, 9.804137, 0.039489314, -0.039059788, 0.38388252, 0.003970624, -0.006414085, 9.162979E-4, 100.0, 21.119999, 17.76, 52.559998, -0.8325141, 0.0085171135, -0.02097551, 5.0, null 
2014_11_30 15:14:59.819, walking, 0.17706452, -0.12258313, 10.18802, 0.20382418, -0.09233473, 9.804097, -0.026759654, -0.030248396, 0.38392258, 0.0125227375, -0.009162978, -0.0012217305, 100.0, 19.68, 17.699999, 52.8, 1.1391125, 0.80710125, -1.6162196, 5.0, null 
2014_11_30 15:15:00.433, walking, 0.17706452, -0.06810174, 10.106298, 0.20313363, -0.08295301, 9.804195, -0.026069105, 0.014851272, 0.30210304, 0.006414085, -0.009162978, -6.1086525E-4, 100.0, 20.4, 17.46, 52.92, 1.8465607, 0.8479717, -1.9437841, 5.0, null 
2014_11_30 15:15:00.945, walking, 0.21792556, -0.10896278, 10.133538, 0.19667535, -0.08675408, 9.804294, 0.0076298714, -0.022208698, 0.3156252, 0.0070249503, -0.0070249503, -0.0021380284, 100.0, 21.119999, 17.82, 52.68, -0.8315269, 0.00884657, -0.020057434, 5.0, null 
2014_11_30 15:15:01.519, walking, 0.19068487, -0.12258313, 10.174399, 0.19233331, -0.09437101, 9.80431, -0.001648441, -0.028212115, 0.37008953, 0.0018325958, -0.012217305, -6.1086525E-4, 100.0, 24.66, 16.8, 53.76, 1.329453, 0.7913271, -1.2490457, 5.0, null 
2014_11_30 15:15:02.033, walking, 0.17706452, -0.13620348, 10.160779, 0.19311033, -0.10234569, 9.8042145, -0.016045809, -0.033857793, 0.35656452, 0.008246681, -0.010079277, -9.162979E-4, 100.0, 24.3, 16.38, 53.76, 1.3162415, 1.1829574, -1.8313987, 5.0, null 
2014_11_30 15:15:02.540, walking, 0.19068487, -0.08172209, 10.18802, 0.19874416, -0.10044585, 9.804122, -0.008059293, 0.018723764, 0.38389778, 0.007330383, -0.008857546, -9.162979E-4, 100.0, 22.439999, 17.22, 52.26, -0.8775672, 0.010242805, -0.020268714, 5.0, null 
2014_11_30 15:15:03.053, walking, -0.2860273, -0.53119355, 4.2904096, 0.14521816, -0.19158947, 9.803702, -0.45848617, -0.6664924, -7.5835857, 0.011301007, -0.004886922, -6.1086525E-4, 100.0, 22.02, 17.22, 52.02, -0.86142564, 0.019537933, -0.014811501, 5.0, null 
2014_11_30 15:15:03.608, walking, -2.6014864, -0.23154591, 11.35937, -0.7517049, -0.09091675, 9.777375, -1.8497815, -0.14062916, 1.581995, 3.2162056, 1.044885, -0.41538838, 100.0, 15.299999, 17.699999, 53.94, -1.0053271, -1.011769, 2.5152986, 5.0, null 
2014_11_30 15:15:04.194, walking, -3.9362805, 9.370799, 10.54215, -2.594367, 4.258181, 8.444379, 1.5592206, 1.6666703, -4.9439497, -0.4792238, -0.27091873, 0.643852, 100.0, 0.17999999, 40.5, 33.239998, -0.41236937, -0.4491651, 0.29807663, 5.0, null 
2014_11_30 15:15:04.820, walking, -2.3699405, 6.3334618, 6.2517395, -1.1200603, 6.569274, 7.1944766, -1.2498802, -0.23581219, -0.9427371, 1.7864754, 0.7874053, -0.021380283, 100.0, 6.24, 43.079998, 34.8, -2.379304, 1.1725597, -0.9748909, 5.0, null 
2014_11_30 15:15:05.330, walking, -0.667397, 8.19945, 6.0610547, -0.7776599, 8.451554, 4.9129276, -0.2438662, 0.3199501, 0.08574009, -0.5751296, 0.035124753, 0.040317107, 100.0, 12.48, 48.42, 22.32, -2.121772, -0.20182163, 1.6862743, 5.0, null 
2014_11_30 15:15:05.886, walking, -0.61291564, 7.2187843, 6.5922484, -0.35742286, 7.287162, 6.552855, -0.25549278, -0.068377495, 0.039393425, 0.73914695, -0.5626069, -0.08857546, 100.0, 6.48, 45.0, 32.04, -0.8937733, -0.8376667, 0.054490604, 5.0, null 
2014_11_30 15:15:06.450, walking, -0.44947147, 8.335652, 5.202973, -0.16249885, 8.327272, 5.176922, -0.055426717, -0.26402664, 0.03967142, 0.020158553, 0.062002823, -0.044898596, 100.0, 9.78, 46.98, 26.82, -1.3564992, -1.0143652, 0.031378783, 5.0, null 
2014_11_30 15:15:06.953, walking, -0.55843425, 8.417375, 5.012288, -0.11547405, 8.466951, 4.946492, -0.4429602, -0.04957676, 0.0657959, -0.21227567, -0.15363261, 0.009773844, 100.0, 9.24, 47.76, 25.019999, -1.3037566, -1.041948, 0.023340397, 5.0, null 
2014_11_30 15:15:07.569, walking, -0.667397, 7.709117, 5.7750273, -0.23472384, 8.175925, 5.410133, -0.4326732, -0.46680832, 0.3648944, 0.081855945, -0.8142834, 0.009773844, 100.0, 6.72, 46.379997, 27.119999, 3.029315, 0.14077681, -1.9256954, 5.0, null 
2014_11_30 15:15:08.180, walking, -0.6401563, 8.049625, 5.8976107, -0.28172785, 7.9157085, 5.7820907, -0.35842848, 0.13391685, 0.11552, -0.022602014, -0.024129177, -0.02321288, 100.0, 10.74, 46.32, 27.18, -1.1187078, -0.93935513, 0.048685715, 5.0, null 
2014_11_30 15:15:08.706, walking, -0.14982383, 7.8998017, 6.1291566, -0.14554332, 8.092397, 5.5373573, -0.16772468, 0.5429039, -0.55231, 0.076052725, 0.13408493, 0.03176499, 100.0, 8.82, 45.18, 25.98, -1.1474949, -0.97054696, 0.026277846, 5.0, null 
2014_11_30 15:15:09.228, walking, -0.7218784, 7.641015, 6.9191365, -0.35454527, 7.365008, 6.4653955, -0.36733314, 0.27600718, 0.45374107, -0.16371189, -0.0870483, -0.046731193, 100.0, 7.3199997, 43.14, 29.099998, -0.9070049, -0.84960824, 0.0547825, 5.0, null 
2014_11_30 15:15:09.279, not_travelling, -0.7218784, 7.641015, 6.9191365, -0.35454527, 7.365008, 6.4653955, -0.36733314, 0.27600718, 0.45374107, 0.14813483, -0.50823987, 0.09407325, 100.0, 7.3199997, 43.14, 29.099998, -0.9070049, -0.84960824, 0.0547825, 5.0, null 
